"acousticness","album","album_uri","analysis_url","artist","artist_uri","danceability","duration_ms","energy","id","instrumentalness","key","liveness","loudness","mode","name","name_uri","play_count","popularity","speechiness","tempo","time_signature","track_href","type","uri","valence"
"0.46","Coke Studio India Season 3: Episode 1","spotify:album:2CStgaiOhe1w4OXAoqP1gl","https://api.spotify.com/v1/audio-analysis/0PuaYHseEiuGj3syu49k6G","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.318","325787","0.508","0PuaYHseEiuGj3syu49k6G","0.000121","1","0.106","-6.067","1","Naan Yen","spotify:track:0PuaYHseEiuGj3syu49k6G","339","26","0.0319","157.897","3","https://api.spotify.com/v1/tracks/0PuaYHseEiuGj3syu49k6G","audio_features","spotify:track:0PuaYHseEiuGj3syu49k6G","0.301"
"0.928","M.S. Subbulakshmi Sings for Tirupati Lord Balaji, Vol. 2","spotify:album:04xT20RMJapzremhO0u9Ic","https://api.spotify.com/v1/audio-analysis/79y6wJlyMAXPX07ZL0nIPs","M. S. Subbulakshmi","spotify:artist:35NVYJXOwkjY8bpul6OBQl","0.677","1785809","0.313","79y6wJlyMAXPX07ZL0nIPs","0","5","0.333","-8.046","1","Vishnu Sahasranamam","spotify:track:79y6wJlyMAXPX07ZL0nIPs","210","12","0.591","99.248","1","https://api.spotify.com/v1/tracks/79y6wJlyMAXPX07ZL0nIPs","audio_features","spotify:track:79y6wJlyMAXPX07ZL0nIPs","0.553"
"0.963","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/1wV3ZgBuui1rhpKVPVnplu","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.805","220507","0.104","1wV3ZgBuui1rhpKVPVnplu","0","9","0.107","-13.237","1","Daydreamer","spotify:track:1wV3ZgBuui1rhpKVPVnplu","183","59","0.0404","108.959","4","https://api.spotify.com/v1/tracks/1wV3ZgBuui1rhpKVPVnplu","audio_features","spotify:track:1wV3ZgBuui1rhpKVPVnplu","0.335"
"0.57","Coke Studio India Season 3: Episode 1","spotify:album:2CStgaiOhe1w4OXAoqP1gl","https://api.spotify.com/v1/audio-analysis/4d1cHyIjRiapEADcUyYSCb","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.649","449893","0.685","4d1cHyIjRiapEADcUyYSCb","0.000578","7","0.252","-7.208","1","Aao Balma","spotify:track:4d1cHyIjRiapEADcUyYSCb","182","20","0.0432","100.039","4","https://api.spotify.com/v1/tracks/4d1cHyIjRiapEADcUyYSCb","audio_features","spotify:track:4d1cHyIjRiapEADcUyYSCb","0.13"
"0.723","Coke Studio India Season 3: Episode 1","spotify:album:2CStgaiOhe1w4OXAoqP1gl","https://api.spotify.com/v1/audio-analysis/4VBcSdHciqgtE4KjR1FbBf","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.569","257747","0.454","4VBcSdHciqgtE4KjR1FbBf","0.0071","7","0.176","-10.708","0","Ennile Maha Oliyo","spotify:track:4VBcSdHciqgtE4KjR1FbBf","166","15","0.0257","76.98","1","https://api.spotify.com/v1/tracks/4VBcSdHciqgtE4KjR1FbBf","audio_features","spotify:track:4VBcSdHciqgtE4KjR1FbBf","0.194"
"0.209","Coke Studio India Season 3: Episode 1","spotify:album:2CStgaiOhe1w4OXAoqP1gl","https://api.spotify.com/v1/audio-analysis/1MKPjDuBfunRixoPRkXnZ5","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.695","405360","0.742","1MKPjDuBfunRixoPRkXnZ5","0","0","0.313","-6.179","1","Jagaao Mere Des Ko","spotify:track:1MKPjDuBfunRixoPRkXnZ5","154","20","0.0373","125.994","4","https://api.spotify.com/v1/tracks/1MKPjDuBfunRixoPRkXnZ5","audio_features","spotify:track:1MKPjDuBfunRixoPRkXnZ5","0.214"
"0.91","19","spotify:album:6Pb3K1oPXdhsqFXtzKe3Z1","https://api.spotify.com/v1/audio-analysis/7rPLZ8Krm6CZIbraFUlnWZ","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.325","212040","0.18","7rPLZ8Krm6CZIbraFUlnWZ","0.000633","10","0.113","-10.647","1","Make You Feel My Love","spotify:track:7rPLZ8Krm6CZIbraFUlnWZ","143","69","0.0311","72.416","1","https://api.spotify.com/v1/tracks/7rPLZ8Krm6CZIbraFUlnWZ","audio_features","spotify:track:7rPLZ8Krm6CZIbraFUlnWZ","0.0997"
"0.325","19","spotify:album:6Pb3K1oPXdhsqFXtzKe3Z1","https://api.spotify.com/v1/audio-analysis/59tg0OPhiHlbsVZ9GFqUk5","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.615","210507","0.472","59tg0OPhiHlbsVZ9GFqUk5","0","5","0.115","-6.073","0","Chasing Pavements","spotify:track:59tg0OPhiHlbsVZ9GFqUk5","128","61","0.0267","80.072","4","https://api.spotify.com/v1/tracks/59tg0OPhiHlbsVZ9GFqUk5","audio_features","spotify:track:59tg0OPhiHlbsVZ9GFqUk5","0.327"
"0.297","Coke Studio India Season 3: Episode 1","spotify:album:2CStgaiOhe1w4OXAoqP1gl","https://api.spotify.com/v1/audio-analysis/7kWMZ2LZIedqzCgPkGNX81","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.396","432893","0.736","7kWMZ2LZIedqzCgPkGNX81","0.384","4","0.153","-6.291","1","Zariya","spotify:track:7kWMZ2LZIedqzCgPkGNX81","122","26","0.0607","102.012","4","https://api.spotify.com/v1/tracks/7kWMZ2LZIedqzCgPkGNX81","audio_features","spotify:track:7kWMZ2LZIedqzCgPkGNX81","0.0356"
"0.665","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/2ZzL9ajouuH7GoJBs6ZkNM","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.621","258507","0.312","2ZzL9ajouuH7GoJBs6ZkNM","0","4","0.105","-10.93","0","Best For Last","spotify:track:2ZzL9ajouuH7GoJBs6ZkNM","111","52","0.258","105.181","4","https://api.spotify.com/v1/tracks/2ZzL9ajouuH7GoJBs6ZkNM","audio_features","spotify:track:2ZzL9ajouuH7GoJBs6ZkNM","0.597"
"0.471","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/3xMYr8Hg5jgy8QQIojeVbu","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.802","195653","0.603","3xMYr8Hg5jgy8QQIojeVbu","0","4","0.14","-7.453","0","My Same","spotify:track:3xMYr8Hg5jgy8QQIojeVbu","102","51","0.134","126.381","4","https://api.spotify.com/v1/tracks/3xMYr8Hg5jgy8QQIojeVbu","audio_features","spotify:track:3xMYr8Hg5jgy8QQIojeVbu","0.722"
"0.492","Maryan (Original Motion Picture Soundtrack)","spotify:album:4NHRsm0K6U2PhxFgNhEBby","https://api.spotify.com/v1/audio-analysis/33iY77PeBCX5WosXbg9aZf","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.609","283120","0.532","33iY77PeBCX5WosXbg9aZf","5.87E-05","0","0.0852","-8.175","1","Nenjae Yezhu","spotify:track:33iY77PeBCX5WosXbg9aZf","96","24","0.0269","81.007","4","https://api.spotify.com/v1/tracks/33iY77PeBCX5WosXbg9aZf","audio_features","spotify:track:33iY77PeBCX5WosXbg9aZf","0.396"
"0.913","Coke Studio India Season 3: Episode 1","spotify:album:2CStgaiOhe1w4OXAoqP1gl","https://api.spotify.com/v1/audio-analysis/1ciXyG1gV7NbliAuj9BqcE","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.173","309667","0.368","1ciXyG1gV7NbliAuj9BqcE","0.000286","3","0.159","-11.823","1","Soz O Salaam","spotify:track:1ciXyG1gV7NbliAuj9BqcE","95","14","0.0374","174.648","4","https://api.spotify.com/v1/tracks/1ciXyG1gV7NbliAuj9BqcE","audio_features","spotify:track:1ciXyG1gV7NbliAuj9BqcE","0.057"
"0.00433","FOUR (Deluxe)","spotify:album:4gCNyS7pidfK3rKWhB3JOY","https://api.spotify.com/v1/audio-analysis/2Bs4jQEGMycglOfWPBqrVG","One Direction","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","0.536","228133","0.768","2Bs4jQEGMycglOfWPBqrVG","0","10","0.114","-5.948","0","Steal My Girl","spotify:track:2Bs4jQEGMycglOfWPBqrVG","95","69","0.0347","77.217","4","https://api.spotify.com/v1/tracks/2Bs4jQEGMycglOfWPBqrVG","audio_features","spotify:track:2Bs4jQEGMycglOfWPBqrVG","0.545"
"0.985","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/7alr0hh8yLWEIY8Tow9UJ6","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.687","190280","0.106","7alr0hh8yLWEIY8Tow9UJ6","0.00438","0","0.0911","-13.474","1","First Love","spotify:track:7alr0hh8yLWEIY8Tow9UJ6","90","53","0.0333","81.405","4","https://api.spotify.com/v1/tracks/7alr0hh8yLWEIY8Tow9UJ6","audio_features","spotify:track:7alr0hh8yLWEIY8Tow9UJ6","0.346"
"0.926","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/142vj1HAI7VBAsn7OPmSHc","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.705","208040","0.144","142vj1HAI7VBAsn7OPmSHc","1.14E-06","7","0.102","-12.234","1","Crazy For You","spotify:track:142vj1HAI7VBAsn7OPmSHc","87","58","0.0504","85.892","3","https://api.spotify.com/v1/tracks/142vj1HAI7VBAsn7OPmSHc","audio_features","spotify:track:142vj1HAI7VBAsn7OPmSHc","0.349"
"0.121","O Kadhal Kanmani (Original Motion Picture Soundtrack)","spotify:album:6XBC9UsX48MzHICIr9m0hj","https://api.spotify.com/v1/audio-analysis/5SgReZZHzHj9mUzJWBBvr4","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.58","390805","0.697","5SgReZZHzHj9mUzJWBBvr4","0.000116","4","0.111","-7.387","1","Aye Sinamika","spotify:track:5SgReZZHzHj9mUzJWBBvr4","81","31","0.0413","120.017","4","https://api.spotify.com/v1/tracks/5SgReZZHzHj9mUzJWBBvr4","audio_features","spotify:track:5SgReZZHzHj9mUzJWBBvr4","0.277"
"0.869","Maryan (Original Motion Picture Soundtrack)","spotify:album:4NHRsm0K6U2PhxFgNhEBby","https://api.spotify.com/v1/audio-analysis/7rU7uLC3OCfxCe7Hhh6FXj","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.377","298627","0.271","7rU7uLC3OCfxCe7Hhh6FXj","1.44E-05","7","0.0887","-13.725","1","Naetru Aval Irundhal","spotify:track:7rU7uLC3OCfxCe7Hhh6FXj","80","30","0.029","79.743","3","https://api.spotify.com/v1/tracks/7rU7uLC3OCfxCe7Hhh6FXj","audio_features","spotify:track:7rU7uLC3OCfxCe7Hhh6FXj","0.172"
"0.00193","Mylo Xyloto","spotify:album:2R7iJz5uaHjLEVnMkloO18","https://api.spotify.com/v1/audio-analysis/2U8g9wVcUu9wsg6i7sFSv8","Coldplay","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","0.425","240796","0.733","2U8g9wVcUu9wsg6i7sFSv8","0.00922","9","0.171","-6.883","1","Every Teardrop Is a Waterfall","spotify:track:2U8g9wVcUu9wsg6i7sFSv8","77","69","0.0396","117.985","4","https://api.spotify.com/v1/tracks/2U8g9wVcUu9wsg6i7sFSv8","audio_features","spotify:track:2U8g9wVcUu9wsg6i7sFSv8","0.313"
"0.323","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/6OqHsUrVmquDBqTPgYLNqm","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.409","203907","0.389","6OqHsUrVmquDBqTPgYLNqm","0","11","0.241","-7.049","0","Melt My Heart To Stone","spotify:track:6OqHsUrVmquDBqTPgYLNqm","76","57","0.0316","80.758","4","https://api.spotify.com/v1/tracks/6OqHsUrVmquDBqTPgYLNqm","audio_features","spotify:track:6OqHsUrVmquDBqTPgYLNqm","0.219"
"0.191","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/09fgZxShFPEdl0xBMmV3sv","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.803","258853","0.673","09fgZxShFPEdl0xBMmV3sv","0.000646","11","0.0953","-6.338","1","Tired","spotify:track:09fgZxShFPEdl0xBMmV3sv","68","50","0.047","96.997","4","https://api.spotify.com/v1/tracks/09fgZxShFPEdl0xBMmV3sv","audio_features","spotify:track:09fgZxShFPEdl0xBMmV3sv","0.552"
"0.0172","A Head Full Of Dreams","spotify:album:3cfAM8b8KqJRoIzt3zLKqw","https://api.spotify.com/v1/audio-analysis/3wtV2ifnHzirkAElgTGh63","Coldplay","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","0.45","271107","0.638","3wtV2ifnHzirkAElgTGh63","0.432","5","0.141","-5.795","1","Amazing Day","spotify:track:3wtV2ifnHzirkAElgTGh63","64","65","0.0273","96.988","3","https://api.spotify.com/v1/tracks/3wtV2ifnHzirkAElgTGh63","audio_features","spotify:track:3wtV2ifnHzirkAElgTGh63","0.292"
"0.607","x (Wembley Edition)","spotify:album:6NoBzYmh5gUusGPCfg0pct","https://api.spotify.com/v1/audio-analysis/6fxVffaTuwjgEk5h9QyRjy","Ed Sheeran","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","0.614","258987","0.379","6fxVffaTuwjgEk5h9QyRjy","0.000464","4","0.0986","-10.48","1","Photograph","spotify:track:6fxVffaTuwjgEk5h9QyRjy","64","69","0.0476","107.989","4","https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy","audio_features","spotify:track:6fxVffaTuwjgEk5h9QyRjy","0.201"
"0.0123","O Kadhal Kanmani (Original Motion Picture Soundtrack)","spotify:album:6XBC9UsX48MzHICIr9m0hj","https://api.spotify.com/v1/audio-analysis/4mOmWSdTmf6fSAibGWCKp7","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.568","205759","0.886","4mOmWSdTmf6fSAibGWCKp7","3.4E-05","6","0.361","-7.983","0","Mental Manadhil","spotify:track:4mOmWSdTmf6fSAibGWCKp7","62","37","0.081","160.054","4","https://api.spotify.com/v1/tracks/4mOmWSdTmf6fSAibGWCKp7","audio_features","spotify:track:4mOmWSdTmf6fSAibGWCKp7","0.846"
"0.822","Acoustic Sessions Vol. 1","spotify:album:0LRfrQSU6KRVmUoxMRqfaZ","https://api.spotify.com/v1/audio-analysis/0ulFtb27Gwmr16TeW1TSrZ","Julio Gawleta","spotify:artist:5Nad5HCeARG24hxDoACdqJ","0.571","249365","0.198","0ulFtb27Gwmr16TeW1TSrZ","0","5","0.085","-10.781","1","The Scientist","spotify:track:0ulFtb27Gwmr16TeW1TSrZ","62","16","0.0288","146.591","4","https://api.spotify.com/v1/tracks/0ulFtb27Gwmr16TeW1TSrZ","audio_features","spotify:track:0ulFtb27Gwmr16TeW1TSrZ","0.154"
"0.00248","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/34kohJpbYshSo3QMpq7wN8","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.651","191867","0.829","34kohJpbYshSo3QMpq7wN8","0","11","0.109","-5.355","0","Cold Shoulder","spotify:track:34kohJpbYshSo3QMpq7wN8","61","51","0.049","109.959","4","https://api.spotify.com/v1/tracks/34kohJpbYshSo3QMpq7wN8","audio_features","spotify:track:34kohJpbYshSo3QMpq7wN8","0.363"
"0.304","x (Deluxe Edition)","spotify:album:1xn54DMo2qIqBuMqHtUsFd","https://api.spotify.com/v1/audio-analysis/6K8qKeWo5MsFED7wCR6Kop","Ed Sheeran","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","0.818","235382","0.67","6K8qKeWo5MsFED7wCR6Kop","1.22E-06","8","0.0601","-4.451","0","Sing","spotify:track:6K8qKeWo5MsFED7wCR6Kop","60","74","0.0472","119.988","4","https://api.spotify.com/v1/tracks/6K8qKeWo5MsFED7wCR6Kop","audio_features","spotify:track:6K8qKeWo5MsFED7wCR6Kop","0.939"
"0.475","O Kadhal Kanmani (Original Motion Picture Soundtrack)","spotify:album:6XBC9UsX48MzHICIr9m0hj","https://api.spotify.com/v1/audio-analysis/0vfRg5DMHxy2MIK0EaDMEv","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.705","291669","0.402","0vfRg5DMHxy2MIK0EaDMEv","7.86E-05","5","0.0897","-13.675","0","Parandhu Sella Vaa","spotify:track:0vfRg5DMHxy2MIK0EaDMEv","59","25","0.0826","81.027","4","https://api.spotify.com/v1/tracks/0vfRg5DMHxy2MIK0EaDMEv","audio_features","spotify:track:0vfRg5DMHxy2MIK0EaDMEv","0.711"
"0.155","Kaleidoscope EP","spotify:album:0CE9VXSH70pz4BQzMPm9gO","https://api.spotify.com/v1/audio-analysis/6V6goat94tTJOWXXKZstNX","Coldplay","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","0.348","274587","0.712","6V6goat94tTJOWXXKZstNX","0.702","5","0.0683","-6.412","1","All I Can Think About Is You","spotify:track:6V6goat94tTJOWXXKZstNX","58","66","0.0335","73.102","4","https://api.spotify.com/v1/tracks/6V6goat94tTJOWXXKZstNX","audio_features","spotify:track:6V6goat94tTJOWXXKZstNX","0.424"
"0.963","19","spotify:album:6Pb3K1oPXdhsqFXtzKe3Z1","https://api.spotify.com/v1/audio-analysis/2MUH1tZ71fU7JPcZLxXT6t","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.444","271227","0.336","2MUH1tZ71fU7JPcZLxXT6t","4.31E-05","10","0.103","-8.493","0","Hometown Glory","spotify:track:2MUH1tZ71fU7JPcZLxXT6t","57","53","0.0369","122.574","4","https://api.spotify.com/v1/tracks/2MUH1tZ71fU7JPcZLxXT6t","audio_features","spotify:track:2MUH1tZ71fU7JPcZLxXT6t","0.211"
"0.736","19","spotify:album:5VN0zLpsF5QD62XYuvXOio","https://api.spotify.com/v1/audio-analysis/2Q2SougPFYpLWVZVx1dRNK","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.844","197347","0.678","2Q2SougPFYpLWVZVx1dRNK","0","1","0.0866","-5.853","1","Right As Rain","spotify:track:2Q2SougPFYpLWVZVx1dRNK","55","54","0.1","137.202","4","https://api.spotify.com/v1/tracks/2Q2SougPFYpLWVZVx1dRNK","audio_features","spotify:track:2Q2SougPFYpLWVZVx1dRNK","0.895"
"0.0512","Evolve","spotify:album:51s30K7a36ORx6AAaPBRRY","https://api.spotify.com/v1/audio-analysis/1NtIMM4N0cFa1dNzN15chl","Imagine Dragons","spotify:artist:53XhwfbYqKCa1cC15pYq2q","0.772","204347","0.78","1NtIMM4N0cFa1dNzN15chl","0","10","0.119","-4.288","0","Believer","spotify:track:1NtIMM4N0cFa1dNzN15chl","53","84","0.108","124.988","4","https://api.spotify.com/v1/tracks/1NtIMM4N0cFa1dNzN15chl","audio_features","spotify:track:1NtIMM4N0cFa1dNzN15chl","0.719"
"0.0239","Yuva (Original Motion Picture Soundtrack)","spotify:album:2a1tA1wyFkHwHIxRQND6t6","https://api.spotify.com/v1/audio-analysis/2GAfZQRZCr5OyuZbYjMqb9","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.646","281493","0.807","2GAfZQRZCr5OyuZbYjMqb9","0.145","10","0.204","-9.05","0","Fanaa","spotify:track:2GAfZQRZCr5OyuZbYjMqb9","52","29","0.037","135.957","4","https://api.spotify.com/v1/tracks/2GAfZQRZCr5OyuZbYjMqb9","audio_features","spotify:track:2GAfZQRZCr5OyuZbYjMqb9","0.38"
"0.707","Mozhi (Original Motion Picture Soundtrack)","spotify:album:3pHT89GqjOf25zONvjnXlJ","https://api.spotify.com/v1/audio-analysis/2y64sDwAhLCzoUdAdAlfLK","Tippu","spotify:artist:0PykiHCcDsMPRV7s67qZ1B","0.245","69307","0.267","2y64sDwAhLCzoUdAdAlfLK","0.0486","2","0.103","-10.248","1","Aazha Kannaal","spotify:track:2y64sDwAhLCzoUdAdAlfLK","52","8","0.0262","80.555","3","https://api.spotify.com/v1/tracks/2y64sDwAhLCzoUdAdAlfLK","audio_features","spotify:track:2y64sDwAhLCzoUdAdAlfLK","0.167"
"0.581","÷ (Deluxe)","spotify:album:3T4tUhGYeRNVUGevb0wThu","https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3","Ed Sheeran","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","0.825","233713","0.652","7qiZfU4dY1lWllzX7mPBI3","0","1","0.0931","-3.183","0","Shape of You","spotify:track:7qiZfU4dY1lWllzX7mPBI3","51","92","0.0802","95.977","4","https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3","audio_features","spotify:track:7qiZfU4dY1lWllzX7mPBI3","0.931"
"0.249","Guru (Original Motion Picture Soundtrack)","spotify:album:6kWI9GDPhMhaGNo80Q1XT5","https://api.spotify.com/v1/audio-analysis/3Bq7CnWgfvplEzGSVXUvOe","A.R. Rahman","spotify:artist:1mYsTxnqsietFxj1OgoGbG","0.746","369120","0.449","3Bq7CnWgfvplEzGSVXUvOe","0.00298","2","0.128","-10.063","1","Ay Hairathe","spotify:track:3Bq7CnWgfvplEzGSVXUvOe","49","29","0.031","122.004","4","https://api.spotify.com/v1/tracks/3Bq7CnWgfvplEzGSVXUvOe","audio_features","spotify:track:3Bq7CnWgfvplEzGSVXUvOe","0.666"
"0.0415","25","spotify:album:0K4pIOOsfJ9lK8OjrZfXzd","https://api.spotify.com/v1/audio-analysis/4BHzQ9C00ceJxfG16AlNWb","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.69","223080","0.524","4BHzQ9C00ceJxfG16AlNWb","3.16E-06","6","0.17","-8.39","0","Send My Love (To Your New Lover)","spotify:track:4BHzQ9C00ceJxfG16AlNWb","48","72","0.103","164.023","4","https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb","audio_features","spotify:track:4BHzQ9C00ceJxfG16AlNWb","0.562"
"0.282","Through the Years: The Best of The Fray","spotify:album:0Aq0GzP80LvBbFqGp2kZDa","https://api.spotify.com/v1/audio-analysis/50FcngS8mGjEttXk6G2xkh","The Fray","spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK","0.637","264213","0.734","50FcngS8mGjEttXk6G2xkh","0","10","0.0969","-4.038","1","How To Save A Life","spotify:track:50FcngS8mGjEttXk6G2xkh","48","48","0.0384","122.028","4","https://api.spotify.com/v1/tracks/50FcngS8mGjEttXk6G2xkh","audio_features","spotify:track:50FcngS8mGjEttXk6G2xkh","0.395"
"0.968","MCP Performs Coldplay: A Head Full of Dreams","spotify:album:32o4tzpPiMFEUc5VFllGIQ","https://api.spotify.com/v1/audio-analysis/2RThfYoH4YavSzpOIDsy1y","Molotov Cocktail Piano","spotify:artist:72fQWyXObQBgUIUejMo6js","0.51","243806","0.287","2RThfYoH4YavSzpOIDsy1y","0.903","9","0.107","-19.109","0","Adventure of a Lifetime","spotify:track:2RThfYoH4YavSzpOIDsy1y","47","1","0.0442","112.015","4","https://api.spotify.com/v1/tracks/2RThfYoH4YavSzpOIDsy1y","audio_features","spotify:track:2RThfYoH4YavSzpOIDsy1y","0.321"
"0.994","A Tribute to '21': Piano Solo Version","spotify:album:3Qnbxhxv78oJtKXfUMvOsq","https://api.spotify.com/v1/audio-analysis/4vufvg2Zdw8ZAaI2XxB5dB","daigoro789","spotify:artist:6dOnTTVTbQlFWF6yfD4Vw5","0.571","234475","0.0694","4vufvg2Zdw8ZAaI2XxB5dB","0.913","2","0.102","-25.101","0","Rolling In The Deep","spotify:track:4vufvg2Zdw8ZAaI2XxB5dB","46","1","0.0723","110.352","4","https://api.spotify.com/v1/tracks/4vufvg2Zdw8ZAaI2XxB5dB","audio_features","spotify:track:4vufvg2Zdw8ZAaI2XxB5dB","0.369"
"0.0113","x (Deluxe Edition)","spotify:album:1xn54DMo2qIqBuMqHtUsFd","https://api.spotify.com/v1/audio-analysis/1huvTbEYtgltjQRXzrNKGi","Ed Sheeran","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","0.806","219840","0.608","1huvTbEYtgltjQRXzrNKGi","0","1","0.635","-7.008","1","Don't","spotify:track:1huvTbEYtgltjQRXzrNKGi","46","77","0.0659","95.049","4","https://api.spotify.com/v1/tracks/1huvTbEYtgltjQRXzrNKGi","audio_features","spotify:track:1huvTbEYtgltjQRXzrNKGi","0.849"
"0.261","Hooked On A Feeling - 40th Anniversary Collection","spotify:album:12UILuDVbIIjLZhcRBNcOJ","https://api.spotify.com/v1/audio-analysis/2Nz6aF1umHh5Et6I5H581L","Blue Swede","spotify:artist:0UpuH5U4nZ3UGGUJi0Zfbp","0.547","172867","0.82","2Nz6aF1umHh5Et6I5H581L","0","8","0.3","-6.728","1","Hooked on a Feeling","spotify:track:2Nz6aF1umHh5Et6I5H581L","45","56","0.0805","118.208","4","https://api.spotify.com/v1/tracks/2Nz6aF1umHh5Et6I5H581L","audio_features","spotify:track:2Nz6aF1umHh5Et6I5H581L","0.933"
"0.845","Mylo Xyloto","spotify:album:2R7iJz5uaHjLEVnMkloO18","https://api.spotify.com/v1/audio-analysis/5zyfzNnBzN7f7PVkJFnW2g","Coldplay","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","0.511","239767","0.304","5zyfzNnBzN7f7PVkJFnW2g","1.03E-05","0","0.0741","-11.096","1","Us Against the World","spotify:track:5zyfzNnBzN7f7PVkJFnW2g","43","62","0.0279","112.379","3","https://api.spotify.com/v1/tracks/5zyfzNnBzN7f7PVkJFnW2g","audio_features","spotify:track:5zyfzNnBzN7f7PVkJFnW2g","0.195"
"0.945","Omkara","spotify:album:2ni91Enmppk7MZvrLSmrkf","https://api.spotify.com/v1/audio-analysis/06qw24W5YQJ4GAXqs3zkJL","Suresh Wadkar","spotify:artist:0w4e7HVbqAHFPN6VkIlvhe","0.514","269800","0.133","06qw24W5YQJ4GAXqs3zkJL","0.00244","5","0.0867","-17.936","1","Jag Ja","spotify:track:06qw24W5YQJ4GAXqs3zkJL","43","27","0.0357","135.678","3","https://api.spotify.com/v1/tracks/06qw24W5YQJ4GAXqs3zkJL","audio_features","spotify:track:06qw24W5YQJ4GAXqs3zkJL","0.217"
"0.882","25","spotify:album:0K4pIOOsfJ9lK8OjrZfXzd","https://api.spotify.com/v1/audio-analysis/1wMALZpuqAy7amQsFBWQ8m","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.587","271800","0.283","1wMALZpuqAy7amQsFBWQ8m","0","4","0.149","-5.473","1","All I Ask","spotify:track:1wMALZpuqAy7amQsFBWQ8m","41","70","0.0279","141.961","4","https://api.spotify.com/v1/tracks/1wMALZpuqAy7amQsFBWQ8m","audio_features","spotify:track:1wMALZpuqAy7amQsFBWQ8m","0.343"
"0.206","21","spotify:album:1azUkThwd2HfUDdeNeT147","https://api.spotify.com/v1/audio-analysis/24cKN8P2uGWypxTw5WaNlq","Adele","spotify:artist:4dpARuHxo51G3z768sgnrY","0.64","243200","0.395","24cKN8P2uGWypxTw5WaNlq","0","3","0.0935","-5.689","1","Don't You Remember","spotify:track:24cKN8P2uGWypxTw5WaNlq","41","63","0.0307","115.082","4","https://api.spotify.com/v1/tracks/24cKN8P2uGWypxTw5WaNlq","audio_features","spotify:track:24cKN8P2uGWypxTw5WaNlq","0.235"
